ID,Year,Area code,Area name,SOC code,Occupational title,Employment,Average wage,25th Percentile,50th Percentile,75th Percentile,Annual wage
482,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",25-1042,"Biological Science Teachers, Postsecondary",83,,,,,66056.00
483,2018,000053,Washington State,19-1029,"Biological Scientists, All Other",1208,40.20,29.23,38.04,45.66,83614.00
484,2018,030300,"Lewiston, ID-WA",19-1029,"Biological Scientists, All Other",14,28.99,25.82,27.46,31.59,60298.00
485,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",19-1029,"Biological Scientists, All Other",233,37.88,31.16,38.59,44.80,78790.00
486,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",19-1029,"Biological Scientists, All Other",689,41.75,28.12,38.09,47.92,86833.00
487,2018,44060,"Spokane-Spokane Valley, WA",19-1029,"Biological Scientists, All Other",48,35.53,30.38,36.25,39.94,73896.00
488,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),19-1029,"Biological Scientists, All Other",20,29.24,20.95,25.92,38.21,60816.00
489,2018,530003,Central WA Nonmetropolitan Area (NMA),19-1029,"Biological Scientists, All Other",25,31.62,24.30,32.34,39.94,65772.00
490,2018,530004,Eastern WA Nonmetropolitan Area (NMA),19-1029,"Biological Scientists, All Other",,38.42,28.05,35.28,50.04,79897.00
491,2018,000053,Washington State,19-4021,Biological Technicians,3046,21.55,17.00,20.09,24.93,44823.00
492,2018,013380,"Bellingham, WA",19-4021,Biological Technicians,16,19.73,17.55,20.06,22.67,41045.00
493,2018,014740,"Bremerton-Silverdale, WA",19-4021,Biological Technicians,33,23.38,17.19,22.71,27.15,48621.00
494,2018,030300,"Lewiston, ID-WA",19-4021,Biological Technicians,32,16.13,12.71,14.34,19.81,33551.00
495,2018,034580,"Mount Vernon-Anacortes, WA",19-4021,Biological Technicians,22,20.24,17.42,19.58,21.93,42091.00
496,2018,036500,"Olympia-Tumwater, WA",19-4021,Biological Technicians,81,19.63,17.31,19.14,22.67,40822.00
497,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",19-4021,Biological Technicians,1544,20.83,16.85,19.70,23.92,43310.00
498,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",19-4021,Biological Technicians,1853,22.34,17.80,21.20,25.41,46468.00
499,2018,44060,"Spokane-Spokane Valley, WA",19-4021,Biological Technicians,209,21.22,16.04,19.85,26.85,44142.00
500,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",19-4021,Biological Technicians,80,22.90,17.01,21.45,27.10,47615.00
501,2018,47460,"Walla Walla, WA",19-4021,Biological Technicians,29,17.63,14.33,16.23,20.26,36679.00
2762,2018,000053,Washington State,53-2031,Flight Attendants,3831,,,,,77143.00
502,2018,48300,"Wenatchee, WA",19-4021,Biological Technicians,110,19.54,14.82,17.43,21.84,40639.00
503,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),19-4021,Biological Technicians,68,19.50,16.04,19.57,22.67,40558.00
504,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),19-4021,Biological Technicians,85,19.30,16.57,18.12,20.06,40162.00
505,2018,530003,Central WA Nonmetropolitan Area (NMA),19-4021,Biological Technicians,81,18.83,15.51,17.87,19.86,39146.00
506,2018,530004,Eastern WA Nonmetropolitan Area (NMA),19-4021,Biological Technicians,157,19.59,14.04,17.87,24.50,40751.00
507,2018,000053,Washington State,17-2031,Biomedical Engineers,303,48.58,32.35,43.24,61.73,101039.00
508,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",17-2031,Biomedical Engineers,290,45.24,35.64,40.77,51.29,94093.00
509,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2031,Biomedical Engineers,248,47.16,31.13,40.95,61.10,98094.00
510,2018,000053,Washington State,47-2011,Boilermakers,216,30.38,26.75,29.65,32.14,63209.00
511,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",47-2011,Boilermakers,95,31.15,25.97,30.34,36.48,64787.00
512,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2011,Boilermakers,,28.70,27.26,29.02,30.39,59708.00
513,2018,000053,Washington State,43-3031,"Bookkeeping, Accounting, & Auditing Clerks",33966,21.69,17.19,20.98,25.14,45120.00
514,2018,013380,"Bellingham, WA",43-3031,"Bookkeeping, Accounting, & Auditing Clerks",1095,21.23,17.25,20.60,24.55,44148.00
515,2018,014740,"Bremerton-Silverdale, WA",43-3031,"Bookkeeping, Accounting, & Auditing Clerks",757,20.80,17.12,20.67,24.49,43267.00
516,2018,028420,"Kennewick-Richland, WA",43-3031,"Bookkeeping, Accounting, & Auditing Clerks",1216,20.91,16.20,20.62,24.43,43503.00
517,2018,030300,"Lewiston, ID-WA",43-3031,"Bookkeeping, Accounting, & Auditing Clerks",299,19.33,15.15,19.24,23.74,40186.00
518,2018,031020,"Longview, WA",43-3031,"Bookkeeping, Accounting, & Auditing Clerks",417,20.69,16.67,20.19,23.94,43032.00
519,2018,034580,"Mount Vernon-Anacortes, WA",43-3031,"Bookkeeping, Accounting, & Auditing Clerks",640,21.75,18.16,21.78,25.12,45253.00
520,2018,036500,"Olympia-Tumwater, WA",43-3031,"Bookkeeping, Accounting, & Auditing Clerks",998,21.02,17.05,20.19,25.25,43718.00
521,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",43-3031,"Bookkeeping, Accounting, & Auditing Clerks",14158,20.90,16.74,20.37,24.28,43472.00
522,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",43-3031,"Bookkeeping, Accounting, & Auditing Clerks",16023,22.88,18.30,22.16,26.24,47577.00
523,2018,44060,"Spokane-Spokane Valley, WA",43-3031,"Bookkeeping, Accounting, & Auditing Clerks",2870,20.25,15.92,19.06,23.45,42111.00
524,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",43-3031,"Bookkeeping, Accounting, & Auditing Clerks",3148,21.44,16.74,20.75,25.67,44598.00
525,2018,47460,"Walla Walla, WA",43-3031,"Bookkeeping, Accounting, & Auditing Clerks",298,20.30,15.55,19.72,24.47,42223.00
526,2018,48300,"Wenatchee, WA",43-3031,"Bookkeeping, Accounting, & Auditing Clerks",717,19.92,15.23,18.02,21.99,41435.00
527,2018,49420,"Yakima, WA",43-3031,"Bookkeeping, Accounting, & Auditing Clerks",1054,20.02,16.24,18.83,23.06,41650.00
528,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),43-3031,"Bookkeeping, Accounting, & Auditing Clerks",752,20.99,16.78,20.29,24.34,43666.00
529,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),43-3031,"Bookkeeping, Accounting, & Auditing Clerks",976,19.78,15.91,19.45,23.28,41128.00
530,2018,530003,Central WA Nonmetropolitan Area (NMA),43-3031,"Bookkeeping, Accounting, & Auditing Clerks",374,19.45,15.85,18.84,23.12,40463.00
531,2018,530004,Eastern WA Nonmetropolitan Area (NMA),43-3031,"Bookkeeping, Accounting, & Auditing Clerks",650,19.45,15.90,18.58,23.10,40452.00
532,2018,000053,Washington State,47-3011,Brick/Block/Stonemason & Tile/Marble Setter Helpers,357,26.72,18.77,24.73,35.37,55565.00
533,2018,028420,"Kennewick-Richland, WA",47-3011,Brick/Block/Stonemason & Tile/Marble Setter Helpers,35,18.14,13.73,16.95,19.87,37722.00
534,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",47-3011,Brick/Block/Stonemason & Tile/Marble Setter Helpers,189,17.97,13.80,16.18,19.66,37366.00
535,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-3011,Brick/Block/Stonemason & Tile/Marble Setter Helpers,223,28.78,20.26,25.82,37.69,59870.00
536,2018,44060,"Spokane-Spokane Valley, WA",47-3011,Brick/Block/Stonemason & Tile/Marble Setter Helpers,30,25.27,21.35,25.07,28.95,52582.00
537,2018,000053,Washington State,47-2021,Brickmasons & Blockmasons,1192,37.73,28.35,36.09,47.12,78477.00
538,2018,028420,"Kennewick-Richland, WA",47-2021,Brickmasons & Blockmasons,60,30.58,26.95,29.77,33.26,63586.00
539,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2021,Brickmasons & Blockmasons,710,,,,,
540,2018,44060,"Spokane-Spokane Valley, WA",47-2021,Brickmasons & Blockmasons,73,28.54,25.46,27.63,29.83,59372.00
541,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",47-2021,Brickmasons & Blockmasons,80,33.80,28.32,33.28,39.65,70303.00
542,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),47-2021,Brickmasons & Blockmasons,26,31.13,27.87,30.81,34.76,64736.00
543,2018,000053,Washington State,53-6011,Bridge & Lock Tenders,74,27.42,21.49,28.72,31.40,57020.00
544,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",53-6011,Bridge & Lock Tenders,58,26.94,21.48,28.40,31.55,56039.00
545,2018,000053,Washington State,27-3021,Broadcast News Analysts,38,49.59,25.80,33.92,56.77,103141.00
546,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",27-3021,Broadcast News Analysts,25,,,,,
547,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",27-3021,Broadcast News Analysts,29,54.39,24.14,36.04,62.56,113123.00
548,2018,000053,Washington State,27-4012,Broadcast Technicians,532,20.82,12.22,17.22,28.43,43300.00
549,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",27-4012,Broadcast Technicians,191,22.29,14.87,21.60,28.45,46356.00
550,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",27-4012,Broadcast Technicians,356,20.84,12.02,17.56,28.62,43340.00
551,2018,44060,"Spokane-Spokane Valley, WA",27-4012,Broadcast Technicians,87,19.86,13.35,15.06,25.29,41309.00
552,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",27-4012,Broadcast Technicians,19,30.86,27.61,34.15,37.73,64178.00
553,2018,000053,Washington State,43-4011,Brokerage Clerks,653,26.72,21.38,26.20,31.01,55571.00
554,2018,013380,"Bellingham, WA",43-4011,Brokerage Clerks,27,27.20,20.92,27.27,33.61,56564.00
555,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",43-4011,Brokerage Clerks,327,25.30,20.20,23.64,28.53,52623.00
556,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",43-4011,Brokerage Clerks,458,26.88,21.67,26.51,31.20,55909.00
557,2018,44060,"Spokane-Spokane Valley, WA",43-4011,Brokerage Clerks,95,26.23,20.52,24.02,30.48,54568.00
558,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",43-4011,Brokerage Clerks,42,25.48,21.25,25.75,30.05,53002.00
559,2018,000053,Washington State,13-2031,Budget Analysts,1187,36.47,29.85,35.09,42.53,75842.00
560,2018,013380,"Bellingham, WA",13-2031,Budget Analysts,15,,,,,
561,2018,014740,"Bremerton-Silverdale, WA",13-2031,Budget Analysts,10,31.77,27.65,32.76,36.97,66085.00
562,2018,028420,"Kennewick-Richland, WA",13-2031,Budget Analysts,24,50.08,43.11,50.52,58.75,104164.00
563,2018,036500,"Olympia-Tumwater, WA",13-2031,Budget Analysts,139,33.01,29.12,32.15,34.48,68656.00
564,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",13-2031,Budget Analysts,316,36.66,30.97,36.39,41.28,76240.00
565,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2031,Budget Analysts,707,37.04,29.90,36.15,43.44,77036.00
566,2018,44060,"Spokane-Spokane Valley, WA",13-2031,Budget Analysts,67,35.74,30.07,35.14,41.16,74341.00
567,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",13-2031,Budget Analysts,111,37.65,32.53,36.16,42.76,78311.00
568,2018,49420,"Yakima, WA",13-2031,Budget Analysts,12,35.71,29.54,34.58,39.21,74270.00
569,2018,530003,Central WA Nonmetropolitan Area (NMA),13-2031,Budget Analysts,11,26.97,21.83,24.17,32.72,56113.00
570,2018,530004,Eastern WA Nonmetropolitan Area (NMA),13-2031,Budget Analysts,28,30.38,26.16,29.54,32.21,63196.00
571,2018,000053,Washington State,37-2019,"Building Cleaning Workers, All Other",,16.41,14.65,16.38,18.48,34129.00
572,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",37-2019,"Building Cleaning Workers, All Other",,14.05,12.03,14.22,15.73,29233.00
573,2018,000053,Washington State,53-3022,"Bus Drivers, School or Special Client",12914,19.30,15.94,19.60,22.87,40131.00
574,2018,013380,"Bellingham, WA",53-3022,"Bus Drivers, School or Special Client",349,18.82,16.20,19.05,22.03,39150.00
575,2018,014740,"Bremerton-Silverdale, WA",53-3022,"Bus Drivers, School or Special Client",421,21.13,19.12,21.72,23.89,43963.00
576,2018,028420,"Kennewick-Richland, WA",53-3022,"Bus Drivers, School or Special Client",493,18.46,16.93,18.42,19.92,38396.00
577,2018,030300,"Lewiston, ID-WA",53-3022,"Bus Drivers, School or Special Client",65,18.88,16.41,18.99,22.34,39274.00
578,2018,031020,"Longview, WA",53-3022,"Bus Drivers, School or Special Client",253,18.97,16.98,19.42,22.04,39449.00
579,2018,034580,"Mount Vernon-Anacortes, WA",53-3022,"Bus Drivers, School or Special Client",219,20.49,18.29,21.15,23.51,42631.00
580,2018,036500,"Olympia-Tumwater, WA",53-3022,"Bus Drivers, School or Special Client",1035,16.78,14.17,15.64,19.23,34894.00
581,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",53-3022,"Bus Drivers, School or Special Client",2893,17.48,14.69,17.77,20.61,36350.00
582,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",53-3022,"Bus Drivers, School or Special Client",4631,20.86,17.62,21.78,24.14,43375.00
583,2018,44060,"Spokane-Spokane Valley, WA",53-3022,"Bus Drivers, School or Special Client",1142,16.74,14.17,15.73,19.05,34832.00
584,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",53-3022,"Bus Drivers, School or Special Client",1475,19.25,15.88,19.83,22.95,40048.00
585,2018,47460,"Walla Walla, WA",53-3022,"Bus Drivers, School or Special Client",87,17.81,16.73,18.08,19.42,37042.00
586,2018,48300,"Wenatchee, WA",53-3022,"Bus Drivers, School or Special Client",185,19.61,17.35,19.41,22.32,40782.00
587,2018,49420,"Yakima, WA",53-3022,"Bus Drivers, School or Special Client",515,18.37,16.36,18.87,21.62,38210.00
588,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),53-3022,"Bus Drivers, School or Special Client",225,18.46,16.77,18.43,20.18,38396.00
589,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),53-3022,"Bus Drivers, School or Special Client",456,17.61,16.36,17.89,19.42,36629.00
590,2018,530003,Central WA Nonmetropolitan Area (NMA),53-3022,"Bus Drivers, School or Special Client",227,18.40,16.86,18.31,19.80,38261.00
591,2018,530004,Eastern WA Nonmetropolitan Area (NMA),53-3022,"Bus Drivers, School or Special Client",516,18.91,16.88,19.11,21.63,39346.00
592,2018,000053,Washington State,53-3021,"Bus Drivers, Transit & Intercity",5470,28.49,23.17,28.44,34.63,59251.00
593,2018,036500,"Olympia-Tumwater, WA",53-3021,"Bus Drivers, Transit & Intercity",209,23.52,20.26,23.82,27.57,48932.00
594,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",53-3021,"Bus Drivers, Transit & Intercity",2260,23.30,17.62,25.71,28.91,48478.00
595,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",53-3021,"Bus Drivers, Transit & Intercity",3571,30.45,24.49,32.52,36.75,63332.00
596,2018,49420,"Yakima, WA",53-3021,"Bus Drivers, Transit & Intercity",115,18.92,16.60,18.84,21.88,39367.00
597,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),53-3021,"Bus Drivers, Transit & Intercity",164,21.33,18.23,22.31,24.93,44366.00
598,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),53-3021,"Bus Drivers, Transit & Intercity",126,,,,,
599,2018,530004,Eastern WA Nonmetropolitan Area (NMA),53-3021,"Bus Drivers, Transit & Intercity",39,,,,,
600,2018,000053,Washington State,49-3031,Bus/Truck Mechanics & Diesel Engine Specialists,5721,26.19,21.05,26.21,30.87,54473.00
601,2018,013380,"Bellingham, WA",49-3031,Bus/Truck Mechanics & Diesel Engine Specialists,170,23.96,19.98,23.34,28.44,49822.00
602,2018,014740,"Bremerton-Silverdale, WA",49-3031,Bus/Truck Mechanics & Diesel Engine Specialists,127,27.86,23.81,27.30,31.30,57946.00
603,2018,028420,"Kennewick-Richland, WA",49-3031,Bus/Truck Mechanics & Diesel Engine Specialists,195,24.38,18.82,23.77,29.33,50726.00
604,2018,030300,"Lewiston, ID-WA",49-3031,Bus/Truck Mechanics & Diesel Engine Specialists,,18.50,15.25,17.55,21.49,38499.00
605,2018,031020,"Longview, WA",49-3031,Bus/Truck Mechanics & Diesel Engine Specialists,93,26.24,18.34,25.02,30.36,54585.00
606,2018,034580,"Mount Vernon-Anacortes, WA",49-3031,Bus/Truck Mechanics & Diesel Engine Specialists,135,24.04,18.91,24.73,28.89,49994.00
607,2018,036500,"Olympia-Tumwater, WA",49-3031,Bus/Truck Mechanics & Diesel Engine Specialists,299,22.99,17.84,23.29,27.19,47821.00
608,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",49-3031,Bus/Truck Mechanics & Diesel Engine Specialists,2405,25.53,21.34,25.74,29.80,53112.00
609,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-3031,Bus/Truck Mechanics & Diesel Engine Specialists,2329,28.80,24.41,29.07,34.27,59906.00
610,2018,44060,"Spokane-Spokane Valley, WA",49-3031,Bus/Truck Mechanics & Diesel Engine Specialists,436,22.69,17.64,23.61,27.69,47192.00
611,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",49-3031,Bus/Truck Mechanics & Diesel Engine Specialists,756,26.19,21.21,25.91,30.33,54483.00
612,2018,48300,"Wenatchee, WA",49-3031,Bus/Truck Mechanics & Diesel Engine Specialists,58,28.57,23.12,25.71,34.30,59408.00
613,2018,49420,"Yakima, WA",49-3031,Bus/Truck Mechanics & Diesel Engine Specialists,212,20.87,16.14,20.73,24.57,43394.00
614,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),49-3031,Bus/Truck Mechanics & Diesel Engine Specialists,81,27.72,22.80,26.90,30.67,57672.00
615,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),49-3031,Bus/Truck Mechanics & Diesel Engine Specialists,222,22.03,17.75,22.41,26.70,45821.00
616,2018,530003,Central WA Nonmetropolitan Area (NMA),49-3031,Bus/Truck Mechanics & Diesel Engine Specialists,103,22.72,18.43,22.80,26.43,47263.00
617,2018,530004,Eastern WA Nonmetropolitan Area (NMA),49-3031,Bus/Truck Mechanics & Diesel Engine Specialists,69,23.60,21.10,23.52,26.08,49091.00
618,2018,000053,Washington State,13-1199,"Business Operations Specialists, All Other",34368,37.90,27.34,35.49,46.32,78832.00
619,2018,013380,"Bellingham, WA",13-1199,"Business Operations Specialists, All Other",709,31.06,23.73,29.17,35.91,64594.00
620,2018,014740,"Bremerton-Silverdale, WA",13-1199,"Business Operations Specialists, All Other",1648,39.32,31.01,39.51,46.37,81792.00
621,2018,028420,"Kennewick-Richland, WA",13-1199,"Business Operations Specialists, All Other",1103,43.69,29.28,42.14,55.50,90875.00
622,2018,030300,"Lewiston, ID-WA",13-1199,"Business Operations Specialists, All Other",68,27.31,20.68,24.57,30.94,56807.00
623,2018,031020,"Longview, WA",13-1199,"Business Operations Specialists, All Other",149,34.98,25.05,31.09,41.65,72759.00
624,2018,034580,"Mount Vernon-Anacortes, WA",13-1199,"Business Operations Specialists, All Other",274,32.42,24.95,30.81,40.15,67442.00
625,2018,036500,"Olympia-Tumwater, WA",13-1199,"Business Operations Specialists, All Other",833,31.34,23.37,29.13,37.94,65186.00
626,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",13-1199,"Business Operations Specialists, All Other",13046,37.19,25.21,33.91,45.40,77362.00
627,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1199,"Business Operations Specialists, All Other",21845,39.16,28.19,36.61,47.91,81465.00
628,2018,44060,"Spokane-Spokane Valley, WA",13-1199,"Business Operations Specialists, All Other",1720,33.11,24.41,31.46,41.30,68871.00
629,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",13-1199,"Business Operations Specialists, All Other",2378,33.88,25.76,32.97,41.47,70483.00
630,2018,47460,"Walla Walla, WA",13-1199,"Business Operations Specialists, All Other",369,37.92,30.11,38.40,46.04,78863.00
631,2018,48300,"Wenatchee, WA",13-1199,"Business Operations Specialists, All Other",214,31.83,22.81,29.55,38.95,66207.00
632,2018,49420,"Yakima, WA",13-1199,"Business Operations Specialists, All Other",360,30.74,24.91,30.12,36.60,63941.00
633,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),13-1199,"Business Operations Specialists, All Other",425,31.83,23.26,29.18,38.24,66197.00
634,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),13-1199,"Business Operations Specialists, All Other",260,32.86,23.37,29.15,36.48,68350.00
635,2018,530003,Central WA Nonmetropolitan Area (NMA),13-1199,"Business Operations Specialists, All Other",161,28.83,19.96,29.08,36.14,59981.00
636,2018,530004,Eastern WA Nonmetropolitan Area (NMA),13-1199,"Business Operations Specialists, All Other",456,38.78,27.18,33.71,45.04,80659.00
637,2018,000053,Washington State,25-1011,"Business Teachers, Postsecondary",1424,,,,,88772.00
638,2018,013380,"Bellingham, WA",25-1011,"Business Teachers, Postsecondary",98,,,,,99404.00
639,2018,014740,"Bremerton-Silverdale, WA",25-1011,"Business Teachers, Postsecondary",31,,,,,
640,2018,036500,"Olympia-Tumwater, WA",25-1011,"Business Teachers, Postsecondary",,,,,,65406.00
641,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",25-1011,"Business Teachers, Postsecondary",369,,,,,75673.00
642,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",25-1011,"Business Teachers, Postsecondary",565,,,,,107294.00
643,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",25-1011,"Business Teachers, Postsecondary",112,,,,,
644,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),25-1011,"Business Teachers, Postsecondary",,,,,,58653.00
645,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),25-1011,"Business Teachers, Postsecondary",17,,,,,
646,2018,000053,Washington State,51-3021,Butchers & Meat Cutters,3737,19.92,15.91,20.60,23.82,41433.00
647,2018,013380,"Bellingham, WA",51-3021,Butchers & Meat Cutters,128,20.51,17.48,21.31,23.87,42661.00
648,2018,014740,"Bremerton-Silverdale, WA",51-3021,Butchers & Meat Cutters,166,21.12,18.45,22.06,24.49,43910.00
649,2018,028420,"Kennewick-Richland, WA",51-3021,Butchers & Meat Cutters,83,17.97,13.42,17.52,21.57,37370.00
650,2018,030300,"Lewiston, ID-WA",51-3021,Butchers & Meat Cutters,26,15.09,11.87,14.07,17.51,31372.00
651,2018,031020,"Longview, WA",51-3021,Butchers & Meat Cutters,106,19.54,14.73,20.98,23.77,40645.00
652,2018,034580,"Mount Vernon-Anacortes, WA",51-3021,Butchers & Meat Cutters,51,19.79,15.75,20.80,23.84,41147.00
653,2018,036500,"Olympia-Tumwater, WA",51-3021,Butchers & Meat Cutters,167,17.83,13.72,16.71,21.78,37083.00
654,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",51-3021,Butchers & Meat Cutters,999,18.70,15.09,19.11,22.53,38895.00
655,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-3021,Butchers & Meat Cutters,1405,20.89,18.14,21.71,24.23,43460.00
656,2018,44060,"Spokane-Spokane Valley, WA",51-3021,Butchers & Meat Cutters,308,19.36,15.55,19.21,23.04,40256.00
657,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",51-3021,Butchers & Meat Cutters,469,19.79,14.61,19.96,24.45,41157.00
658,2018,47460,"Walla Walla, WA",51-3021,Butchers & Meat Cutters,32,17.41,14.84,17.66,20.50,36223.00
659,2018,48300,"Wenatchee, WA",51-3021,Butchers & Meat Cutters,36,18.53,16.81,18.45,20.17,38526.00
660,2018,49420,"Yakima, WA",51-3021,Butchers & Meat Cutters,209,18.94,15.37,17.91,22.55,39376.00
661,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),51-3021,Butchers & Meat Cutters,108,20.01,16.59,20.76,23.57,41617.00
662,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),51-3021,Butchers & Meat Cutters,68,19.15,13.04,20.74,23.71,39836.00
663,2018,530003,Central WA Nonmetropolitan Area (NMA),51-3021,Butchers & Meat Cutters,41,18.39,14.82,18.69,21.85,38260.00
664,2018,530004,Eastern WA Nonmetropolitan Area (NMA),51-3021,Butchers & Meat Cutters,141,18.21,14.04,17.84,22.04,37861.00
665,2018,000053,Washington State,13-1020,Buyers and Purchasing Agents,15765,35.18,25.46,33.19,44.03,73178.00
666,2018,013380,"Bellingham, WA",13-1020,Buyers and Purchasing Agents,197,28.96,21.88,26.91,33.50,60257.00
667,2018,014740,"Bremerton-Silverdale, WA",13-1020,Buyers and Purchasing Agents,302,34.67,23.01,32.54,45.11,72106.00
668,2018,028420,"Kennewick-Richland, WA",13-1020,Buyers and Purchasing Agents,406,38.16,28.30,37.58,47.76,79373.00
669,2018,030300,"Lewiston, ID-WA",13-1020,Buyers and Purchasing Agents,43,28.74,21.50,25.39,32.94,59787.00
670,2018,031020,"Longview, WA",13-1020,Buyers and Purchasing Agents,101,33.50,23.30,30.84,40.99,69677.00
671,2018,034580,"Mount Vernon-Anacortes, WA",13-1020,Buyers and Purchasing Agents,120,28.40,21.94,28.32,34.57,59083.00
672,2018,036500,"Olympia-Tumwater, WA",13-1020,Buyers and Purchasing Agents,324,28.89,22.56,28.42,34.33,60094.00
673,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",13-1020,Buyers and Purchasing Agents,4287,30.98,22.49,29.41,38.26,64421.00
674,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1020,Buyers and Purchasing Agents,11126,37.06,27.13,35.45,46.27,77077.00
675,2018,44060,"Spokane-Spokane Valley, WA",13-1020,Buyers and Purchasing Agents,914,28.69,22.18,27.75,33.43,59675.00
676,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",13-1020,Buyers and Purchasing Agents,747,29.57,20.80,27.79,36.85,61492.00
677,2018,47460,"Walla Walla, WA",13-1020,Buyers and Purchasing Agents,83,31.82,22.66,29.97,40.43,66187.00
678,2018,48300,"Wenatchee, WA",13-1020,Buyers and Purchasing Agents,112,28.49,21.50,25.08,35.57,59257.00
679,2018,49420,"Yakima, WA",13-1020,Buyers and Purchasing Agents,254,30.79,20.87,27.92,39.07,64043.00
680,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),13-1020,Buyers and Purchasing Agents,136,25.64,17.84,22.71,31.38,53317.00
681,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),13-1020,Buyers and Purchasing Agents,130,30.28,21.47,27.83,37.11,62982.00
682,2018,530003,Central WA Nonmetropolitan Area (NMA),13-1020,Buyers and Purchasing Agents,67,28.01,21.78,25.57,32.30,58256.00
683,2018,530004,Eastern WA Nonmetropolitan Area (NMA),13-1020,Buyers and Purchasing Agents,161,30.16,25.23,30.19,35.96,62727.00
684,2018,000053,Washington State,51-7011,Cabinetmakers & Bench Carpenters,2431,20.12,15.58,18.80,24.10,41863.00
685,2018,013380,"Bellingham, WA",51-7011,Cabinetmakers & Bench Carpenters,104,18.22,14.31,17.70,22.04,37902.00
686,2018,014740,"Bremerton-Silverdale, WA",51-7011,Cabinetmakers & Bench Carpenters,,25.97,23.68,26.14,28.76,54013.00
